Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested , Survey Version DateTime 
 NSW1 ,Project,Tabulam Solar Farm,Elgin Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,30, 4.20 , 4.20 , 126.00 , 126.00 , 126.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2479,N00117,May 2025,
 NSW1 ,Existing Plant,Tahmoor,EDL TT Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,TAHMOOR,7,, 1.07 ,, 7.46 , 7.46 ,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Gas other ,1361,,Oct 2024,10-10-2024
 SA1 ,Existing Plant,Tailem Bend - Solar,Vena Energy, Solar PV - Fixed ,Solar - Solar,TBSF1,1, 108.00 , 108.00 , 108.00 , 108.00 , 108.00 ,, In Service ,SS,Apr 2019,2049,,Existing less Announced Withdrawal, Solar ,1397,,Feb 2024,18-03-2025
 SA1 ,Project,Tailem Bend Battery Project,Vena Energy, Storage - Battery ,Other - Other,TB2BG1,1,, 41.50 ,, 41.50 , 41.50 ,84.00, Committed ,S,Jan 2024,2048,,Committed, Battery Storage ,1735,S00023,May 2025,11-12-2024
 SA1 ,Existing Plant,Tailem Bend Stage 2 Solar Project,Vena Energy, Solar PV - Single axis tracking ,Solar - Solar,TB2SF1,1,, 105.00 ,, 105.00 , 105.00 ,, In Commissioning ,SS,Sep 2023,2053,,Existing less Announced Withdrawal, Solar ,1575,,May 2025,18-03-2025
 SA1 ,Project,Tailem Bend Stage 3,TBSOL, Storage - Battery ,Other - Other,,1,, 204.00 ,, 204.00 , 204.00 ,408.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2436,,Feb 2025,18-03-2025
 NSW1 ,Project,Talbingo BESS,Talbingo Battery Pty Ltd ATF Talbingo Battery Trust, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,1600.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2912,N00217,,19-02-2025
 NSW1 ,Project,Tallawang Solar And BESS,Enel Green Power Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2800,,Feb 2025,18-03-2025
 NSW1 ,Project,Tallawang Solar And BESS,Enel Green Power Australia Pty Ltd, Storage - Battery ,Other - Other,,160, 4.20 , 4.20 , 672.00 , 672.00 , 672.00 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2800,,Feb 2025,18-03-2025
 NSW1 ,Existing Plant,Tallawarra,EnergyAustralia Tallawarra Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,TALWA1,1,, 400.00 ,, 400.00 , 400.00 ,, In Service ,S,,2043,,Existing less Announced Withdrawal, CCGT ,1192,,Feb 2025,11-03-2025
 NSW1 ,Existing Plant,Tallawarra B,EnergyAustralia Tallawarra Pty Ltd , Turbine - OCGT ,Fossil - Natural Gas Pipeline,TALWB1,1, 320.00 , 320.00 , 320.00 , 320.00 , 320.00 ,, In Service ,S,Jun 2024,2053,,Existing less Announced Withdrawal, OCGT ,1193,,Feb 2025,11-03-2025
 TAS1 ,Existing Plant,Tamar Valley Combined Cycle,AETV Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,TVCC201,1,, 140.00 ,, 140.00 , 140.00 ,, In Service ,S,,2050,,Existing less Announced Withdrawal, CCGT ,1194,,Feb 2025,26-03-2025
 TAS1 ,Existing Plant,Tamar Valley Combined Cycle,AETV Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline,TVCC201,1,, 68.00 ,, 68.00 , 68.00 ,, In Service ,S,,2050,,Existing less Announced Withdrawal, CCGT ,1194,,Feb 2025,26-03-2025
 TAS1 ,Existing Plant,Tamar Valley Peaking,AETV Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,TVPP104,1, 58.00 , 58.00 , 58.00 , 58.00 , 58.00 ,, In Service ,S,,2050,,Existing less Announced Withdrawal, OCGT ,1195,,Feb 2025,21-03-2025
 NSW1 ,Project,Tamworth BESS Project 1 Pty Ltd,Tamworth BESS Project 1 Pty Ltd, Storage - Battery ,Other - Other,,1,, 100.00 ,, 100.00 , 100.00 ,100.00, Anticipated ,S,Dec 2027,2047,,Anticipated, Battery Storage ,2517,N00058,May 2025,13-03-2024
 NSW1 ,Project,Tamworth BESS Project 2 Pty Ltd,valent-energy_nr, Storage - Battery ,Other - Other,,1,, 100.00 ,, 100.00 , 100.00 ,200.00, Anticipated ,S,Dec 2027,2047,,Anticipated, Battery Storage ,3036,,,
 NSW1 ,Project,Tamworth Energy Reserve - KCI,The Trustee for Equis Energy (Ausralia) Ngumi 4 Asset Trust, Storage - Battery ,Other - Other,,135, 2.22 , 2.22 , 299.70 , 299.70 , 299.70 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2866,N00186,,
 QLD1 ,Project,Tangkam BESS - KCI, Atria Energy Ltd, Storage - Battery ,Other - Other,,1, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2303,Q00054,Sep 2023,
 QLD1 ,Project,Tara Wind Farm - KCI,Tara Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,," 1,800.00 ",," 1,800.00 "," 1,800.00 ",, Publicly Announced ,SS,,,,Proposed, Wind ,2779,Q00173,,
 NSW1 ,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TARALGA1,9,, 3.00 ,, 27.00 , 27.00 ,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1196,,May 2025,12-06-2025
 NSW1 ,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TARALGA1,21,, 1.80 ,, 37.80 , 37.80 ,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1196,,May 2025,12-06-2025
 NSW1 ,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TARALGA1,21,, 2.00 ,, 42.00 , 42.00 ,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1196,,May 2025,12-06-2025
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#1,1,, 350.00 ,, 350.00 , 350.00 ,, In Service ,S,,2036,,Existing less Announced Withdrawal, Coal ,1197,,Feb 2025,10-03-2025
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#2,1,, 350.00 ,, 350.00 , 350.00 ,, In Service ,S,,2036,,Existing less Announced Withdrawal, Coal ,1197,,Feb 2025,10-03-2025
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#3,1,, 350.00 ,, 350.00 , 350.00 ,, In Service ,S,,2037,,Existing less Announced Withdrawal, Coal ,1197,,Feb 2025,10-03-2025
 QLD1 ,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal,TARONG#4,1,, 350.00 ,, 350.00 , 350.00 ,, In Service ,S,,2037,,Existing less Announced Withdrawal, Coal ,1197,,Feb 2025,10-03-2025
 QLD1 ,Project,Tarong BESS - Stanwell,Stanwell Corporation Limited, Storage - Battery ,Other - Other,TARBESS1,1,, 300.00 ,, 300.00 , 300.00 ,600.00, Committed* ,S,Aug 2025,2045,,Committed, Battery Storage ,2434,Q00081,May 2025,08-04-2025
 QLD1 ,Existing Plant,Tarong North,Stanwell Corporation Limited, Turbine - Steam Super Critical ,Fossil - Black Coal,TNPS1,1, 450.00 , 450.00 , 450.00 , 450.00 , 450.00 ,, In Service ,S,,2037,,Existing less Announced Withdrawal, Coal ,1199,,Feb 2025,10-03-2025
 QLD1 ,Project,Tarong West Wind Farm (Ironleaf),Tarong West Project Co Pty Ltd as trustee for the Tarong West Project Trust , Wind Turbine - Onshore ,Wind - Wind,,97,, 4.50 ,, 436.50 , 436.50 ,, Publicly Announced ,SS,Oct 2028,2057,,Proposed, Wind ,2252,Q00080,May 2025,14-03-2025
 TAS1 ,Existing Plant,Tarraleah,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TARRALEA,6, 15.00 , 15.00 , 90.00 , 90.00 , 90.00 ,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1200,,Feb 2025,02-04-2025
 TAS1 ,Project,Tarraleah Redevelopment,HYDROTAS, Hydro - Dam ,Hydro - Water,,2,, 100.00 ,, 200.00 , 200.00 ,, Publicly Announced ,S,,,,Proposed, Water ,2014,T00018,Feb 2025,27-09-2024
 VIC1 ,Project,Tarrone BESS - Storage - KCI,Global Power Generation Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2394,V00088,Feb 2025,28-09-2023
 VIC1 ,Project,Tarrone GT,AGL Energy Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,,1, 500.00 , 600.00 , 500.00 , 600.00 , 500.00 - 600.00 ,, Publicly Announced ,S,,,,Proposed, OCGT ,1201,,Feb 2025,11-03-2025
 SA1 ,Existing Plant,Tatiara Meats,Vibe Energy Pty Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel,TATIARA1,1, 0.50 , 0.50 , 0.50 , 0.50 , 0.50 ,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1295,,Oct 2024,22-04-2024
 VIC1 ,Existing Plant,Tatura Biomass Generator,Diamond Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Biogas,,1, 1.10 , 1.10 , 1.10 , 1.10 , 1.10 ,, In Service ,NS,,2038,,Existing less Announced Withdrawal, Biomass ,1313,,Oct 2024,24-09-2024
 NSW1 ,Project,Tchelery BESS,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 300.00 , 300.00 , 300.00 , 300.00 , 300.00 ,1200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2920,,May 2025,
 NSW1 ,Project,Tchelery Wind Farm,Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,74, 8.11 , 8.11 , 599.99 , 599.99 , 599.99 ,, Publicly Announced ,SS,Jun 2030,,,Proposed, Wind ,2719,N00159,,09-04-2024
 QLD1 ,Project,Teebar Creek Battery Storage - KCI,ATMOS DEVELOPMENTS PTY LTD, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,1600.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2731,Q00156,Feb 2025,14-03-2025
 SA1 ,Project,Templers B BESS,BORAL, Storage - Battery ,Other - Other,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2313,S00056,Feb 2025,09-12-2024
 SA1 ,Existing Plant,Templers BESS,ZEN Energy Future Pty Ltd, Storage - Battery ,Other - Other,,1, 111.00 , 111.00 , 111.00 , 111.00 , 111.00 ,291.00, In Commissioning ,S,Aug 2025,2049,,Existing less Announced Withdrawal, Battery Storage ,1911,S00017,May 2025,26-03-2025
 NSW1 ,Project,Tenterfield Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,7, 4.20 , 4.20 , 29.40 , 29.40 , 29.40 ,, Publicly Announced ,NS,Feb 2026,2055,,Proposed, Solar ,1714,N00027,Jun 2022,01-11-2024
 VIC1 ,Project,Terang BESS,frv_NR, Storage - Battery ,Other - Other,TRGBESS,38, 2.63 , 3.80 , 99.94 , 144.40 , 99.94 - 144.40 ,200.00, Anticipated ,S,Jun 2026,2056,,Anticipated, Battery Storage ,2168,,May 2025,21-03-2025
 NSW1 ,Project,Territory Battery, Neoen Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 0.50 , 200.00 , 0.50 , 200.00 , 0.50 - 200.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2215,N00086,Feb 2025,13-03-2025
 NSW1 ,Project,Texas BESS,FRV, Storage - Battery ,Solar - Solar,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3047,N00234,,
 NSW1 ,Project,Texas Solar Farm,FRV, Solar PV - Fixed ,Solar - Solar,,1, 150.00 , 150.00 , 150.00 , 150.00 , 150.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,3046,N00234,,
 QLD1 ,Project,The Block BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other,,324, -   , 1.00 , -   , 324.00 , 324.00 ,1200.00, Publicly Announced ,S,Dec 2028,,,Proposed, Battery Storage ,3006,Q00201,May 2025,
 QLD1 ,Project,The Central BESS - KCI,ACEnergy Pty Ltd, Storage - Battery ,Other - Other,,180, 3.60 , 3.60 , 648.00 , 648.00 , 648.00 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2732,Q00157,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,The Drop,Pacific Hydro Investments Pty Ltd, Hydro - Run of River ,Hydro - Water,THEDROP1,1, 2.50 , 2.50 , 2.50 , 2.50 , 2.50 ,, In Service ,NS,,2053,,Existing less Announced Withdrawal, Water ,1205,,Oct 2024,21-05-2025
 NSW1 ,Project,The Plains,Engie, Solar PV - Single axis tracking ,Solar - Solar,,110,, 4.40 ,, 484.00 , 484.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,3015,,May 2025,
 NSW1 ,Project,The Plains,Engie, Storage - Battery ,Other - Other,,1,, 400.00 ,, 400.00 , 400.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3015,,May 2025,
 NSW1 ,Project,The Plains,Engie, Wind Turbine - Onshore ,Wind - Wind,,180, 7.00 , 7.00 ," 1,260.00 "," 1,260.00 "," 1,260.00 ",, Publicly Announced ,SS,,,,Proposed, Wind ,3015,,May 2025,
 SA1 ,Project,The Solar River Project - Stage 1,The Solar River Project Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,, 200.00 ,, 200.00 , 200.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2054,,Sep 2023,
 SA1 ,Project,The Solar River Project - Stage 2,The Solar River Project Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1,, 200.00 ,, 200.00 , 200.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2055,,Sep 2023,
 QLD1 ,Project,Theodore BESS,RWE, Storage - Battery ,Other - Other,,1, 240.00 , 240.00 , 240.00 , 240.00 , 240.00 ,960.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3024,Q00202,May 2025,
 QLD1 ,Project,Theodore Solar Farm,Theodore SF Pty Ltd as trustee for Theodore SF Trust  , Solar PV - Single axis tracking ,Solar - Solar,,28, 2.50 , 2.50 , 70.00 , 70.00 , 70.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1704,,Feb 2025,14-03-2025
 QLD1 ,Project,Theodore Wind Farm,RWE Renewables Australia, Wind Turbine - Onshore ,Wind - Wind,,160, 6.20 , 6.20 , 992.00 , 992.00 , 992.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2603,Q00128,Feb 2025,14-03-2025
 VIC1 ,Project,Thomastown BESS,Ausnet Transmission Group Pty Ltd, Storage - Battery ,Other - Other,,1, 300.00 , 300.00 , 300.00 , 300.00 , 300.00 ,600.00, Publicly Announced ,S,Dec 2027,,,Proposed, Battery Storage ,2350,V00078,Feb 2025,14-03-2025
 QLD1 ,Project,Three Rivers BESS,Iberdrola Australia Development Pty Ltd., Storage - Battery ,Other - Other,,1, -   , 500.00 , -   , 500.00 , 500.00 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3010,Q00115,May 2025,
 QLD1 ,Project,Three Rivers Solar Farm,Iberdrola Australia Development Pty Ltd., Solar PV - Fixed ,Solar - Solar,,1, 700.00 , 700.00 , 700.00 , 700.00 , 700.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,3009,Q00115,May 2025,
 NSW1 ,Project,Thunderbolt Wind Farm, Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, 5.00 , 210.00 , 5.00 , 210.00 , 5.00 - 210.00 ,, Publicly Announced ,SS,,2065,,Proposed, Wind ,2201,N00066,May 2025,10-03-2025
 QLD1 ,Existing Plant,Ti Tree Bioenergy,Ti Tree Bioenergy, Reciprocating Engine - Compression ignition ,Renewable Biomass or Waste - Landfill Gas,TITREE,3,, 1.10 ,, 3.30 , 3.30 ,, In Service ,NS,,2072,,Existing less Announced Withdrawal, Biomass ,1321,,Oct 2024,24-09-2024
 QLD1 ,Existing Plant,Ti Tree Bioenergy,Ti Tree Bioenergy, Reciprocating Engine - Compression ignition ,Renewable Biomass or Waste - Landfill Gas,,1,, 1.20 ,, 1.20 , 1.20 ,, In Service ,NS,,2072,,Existing less Announced Withdrawal, Biomass ,1321,,Oct 2024,24-09-2024
 QLD1 ,Project,Ticoba BESS,European Energy Australia P/L, Storage - Battery ,Other - Other,,1, 550.00 , 550.00 , 550.00 , 550.00 , 550.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2675,Q00142,,
 QLD1 ,Project,Ticoba Solar Farm,European Energy Australia P/L, Solar PV - Fixed ,Solar - Solar,,1, 550.00 , 550.00 , 550.00 , 550.00 , 550.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2674,Q00142,,
 QLD1 ,Project,Tieri BESS,FRV Service Australia Pty Ltd, Storage - Battery ,Other - Other,TieriBESS1,24,, 4.30 ,, 103.20 , 103.20 ,200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,1539,Q00129,Feb 2025,12-03-2025
 NSW1 ,Project,Tilbuster Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,152,, 1.64 ,, 248.82 , 248.82 ,, Committed ,SS,Mar 2027,2055,,Committed, Solar ,1683,N00015,May 2025,01-11-2024
 VIC1 ,Existing Plant,Timboon West Wind Farm,Timboon West Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,TIMWEST,2, 3.60 , 3.60 , 7.20 , 7.20 , 7.20 ,, In Service ,NS,Dec 2018,2048,,Existing less Announced Withdrawal, Wind ,1494,,Oct 2024,29-09-2022
 NSW1 ,Project,Tirranna BESS - KCI,StorEnergy 2 Pty Ltd, Storage - Battery ,Other - Other,,1,, 400.00 ,, 400.00 , 400.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3005,,,
 NSW1 ,Project,Tomago BESS,AGL, Storage - Battery ,Other - Other,,1,, 500.00 ,, 500.00 , 500.00 ,2000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2463,N00109,Apr 2023,11-03-2025
 VIC1 ,Project,Toolern Vale BESS,tetrisenergy_nr, Storage - Battery ,Other - Other,,1,, 25.00 ,, 25.00 , 25.00 ,200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2964,,,13-03-2025
 VIC1 ,Project,Toolern Vale Solar Farm,tetrisenergy_nr, Solar PV - Fixed ,Solar - Solar,,1,, 15.00 ,, 15.00 , 15.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2949,,,13-03-2025
 VIC1 ,Project,Toolern Vale Solar Farm_SS,tetrisenergy_nr, Solar PV - Fixed ,Solar - Solar,,1,, 15.00 ,, 15.00 , 15.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2963,,,13-03-2025
 VIC1 ,Existing Plant,Toora,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind,TOORAWF,12, 1.75 , 1.75 , 21.00 , 21.00 , 21.00 ,, In Service ,NS,,2032,,Existing less Announced Withdrawal, Wind ,1208,,Oct 2024,11-03-2025
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB1,1, -   , 200.00 , -   , 200.00 , 200.00 ,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-2026,Announced Withdrawal, Gas other ,1210,,Feb 2025,11-03-2025
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB2,1, -   , 200.00 , -   , 200.00 , 200.00 ,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-2026,Announced Withdrawal, Gas other ,1210,,Feb 2025,11-03-2025
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB3,1, -   , 200.00 , -   , 200.00 , 200.00 ,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-2026,Announced Withdrawal, Gas other ,1210,,Feb 2025,11-03-2025
 SA1 ,Existing Plant,Torrens Island B,AGL SA Generation Pty Limited , Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline,TORRB4,1, -   , 200.00 , -   , 200.00 , 200.00 ,, In Service - Announced Withdrawal (Permanent) ,S,,2026,30-Jun-2026,Announced Withdrawal, Gas other ,1210,,Feb 2025,11-03-2025
 SA1 ,Existing Plant,Torrens Island BESS,TIPSCO, Storage - Battery ,Other - Other,TIB1,109,, 2.30 ,, 250.70 , 250.70 ,250.00, In Service ,S,Aug 2023,2043,,Existing less Announced Withdrawal, Battery Storage ,1866,,Feb 2025,11-03-2025
 NSW1 ,Existing Plant,Tower,EDL CSM NSW Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,TOWER,40,, 1.03 ,, 41.20 , 41.20 ,, In Service ,NS,,2036,,Existing less Announced Withdrawal, Gas other ,1211,,Oct 2024,09-10-2024
 QLD1 ,Project,Townsville BESS,ACEnergy Pty Ltd, Storage - Battery ,Other - Other,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3074,Q00225,,
 QLD1 ,Existing Plant,Townsville Power Station,RATCH-Australia, Turbine - CCGT ,Fossil - Natural Gas Pipeline,YABULU,1,, 160.00 ,, 160.00 , 160.00 ,, In Service ,S,,2046,,Existing less Announced Withdrawal, CCGT ,1724,,Feb 2025,19-03-2025
 QLD1 ,Existing Plant,Townsville Power Station,RATCH-Australia, Turbine - CCGT ,Fossil - Natural Gas Pipeline,YABULU2,1,, 84.00 ,, 84.00 , 84.00 ,, In Service ,S,,2046,,Existing less Announced Withdrawal, CCGT ,1724,,Feb 2025,19-03-2025
 VIC1 ,Project,Tramway Road BESS,Eku Energy Projects (Australia) Pty Ltd as trustee for the Eku Energy Projects Australia Trust, Storage - Battery ,Other - Other,,1,, 300.00 ,, 300.00 , 300.00 ,1200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2898,V00160,,18-03-2025
 VIC1 ,Existing Plant,Traralgon Network Support Station,NovaPower Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Natural Gas,TGNSS1,1,, 10.00 ,, 10.00 , 10.00 ,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Gas other ,2863,,,
 TAS1 ,Existing Plant,Trevallyn,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TREVALLN,2, 20.00 , 20.00 , 40.00 , 40.00 , 40.00 ,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1213,,Feb 2025,21-03-2025
 TAS1 ,Existing Plant,Trevallyn,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TREVALLN,2, 26.50 , 26.50 , 53.00 , 53.00 , 53.00 ,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1213,,Feb 2025,21-03-2025
 TAS1 ,Project,Triabunna Wind Farm,Triabunna Wind Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,4, 4.00 , 8.00 , 16.00 , 32.00 , 16.00 - 32.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2228,T00007,Feb 2025,19-03-2025
 TAS1 ,Existing Plant,Tribute,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TRIBUTE,1, 82.80 , 82.80 , 82.80 , 82.80 , 82.80 ,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1214,,Feb 2025,21-03-2025
 TAS1 ,Project,Tribute Pumped Hydro Option,Hydro-Electric Corporation, Storage - Pumped hydro ,Hydro - Water,,4,, 187.50 ,, 750.00 , 750.00 ,18750.00, Publicly Announced ,S,,,,Proposed, Water ,2226,T00003,Feb 2025,27-09-2024
 QLD1 ,Project,Tuckeroo BESS - KCI,Tuckeroo BESS Pty Ltd, Storage - Battery ,Other - Other,,1,, 500.00 ,, 500.00 , 500.00 ,500.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3003,,,
 QLD1 ,Project,Tully BESS,RWE Renewables Australia Pty Ltd, Storage - Battery ,Other - Other,,1,, 200.00 ,, 200.00 , 200.00 ,200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3002,,May 2025,
 QLD1 ,Existing Plant,Tully Sugar Mill,Tully Sugar Limited, Turbine - Steam Super Critical ,Renewable Biomass or Waste - Bagasse,TULLYSM1,1,, 32.00 ,, 32.00 , 32.00 ,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Biomass ,2865,,,
 QLD1 ,Project,Tummaville Hybrid Facility - BESS (KCI),Elements Green Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2850,Q00192,,
 QLD1 ,Project,Tummaville Hybrid Facility - Solar (KCI),Elements Green Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2849,Q00192,,
 QLD1 ,Project,Tumuruu BESS,Austraiian Solar, Storage - Battery ,Other - Other,,1, 295.00 , 295.00 , 295.00 , 295.00 , 295.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2496,Q00099,May 2025,
 QLD1 ,Project,Tumuruu Solar Farm,Austraiian Solar, Solar PV - Fixed ,Solar - Solar,,1, 464.00 , 464.00 , 464.00 , 464.00 , 464.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2495,Q00099,May 2025,
 NSW1 ,Existing Plant,Tumut 3,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,TUMUT3,6,, 250.00 ,," 1,500.00 "," 1,500.00 ",, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1215,,Feb 2025,14-03-2025
 TAS1 ,Existing Plant,Tungatinah,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,TUNGATIN,5, 25.00 , 25.00 , 125.00 , 125.00 , 125.00 ,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1216,,Feb 2025,21-03-2025
