Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested , Survey Version DateTime 
 VIC1 ,Project,Berrybank 1 BESS - Storage - KCI,Global Power Generation Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 60.00 , 60.00 , 60.00 , 60.00 , 60.00 ,120.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2393,V00087,Feb 2025,06-10-2023
 VIC1 ,Existing Plant,Berrybank Wind Farm,Berrbank Development Pty ltd, Wind Turbine - Onshore ,Wind - Wind,BRYB1WF1,43, 4.20 , 4.20 , 180.60 , 180.60 , 180.60 ,, In Service ,SS,Apr 2021,2050,,Existing less Announced Withdrawal, Wind ,1018,,Feb 2025,13-03-2025
 VIC1 ,Existing Plant,Berrybank Wind Farm,Berrbank Development Pty ltd, Wind Turbine - Onshore ,Wind - Wind,BRYB2WF2,26, 4.20 , 4.20 , 109.20 , 109.20 , 109.20 ,, In Service ,SS,Aug 2022,2052,,Existing less Announced Withdrawal, Wind ,1018,,Feb 2025,13-03-2025
 NSW1 ,Project,Beryl BESS,Ratch-Australia Corporation, Storage - Battery ,Other - Other,,20,, 5.00 ,, 100.00 , 100.00 ,200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2448,N00123,Apr 2023,11-03-2025
 NSW1 ,Existing Plant,Beryl Solar Farm,FS NSW Project No 1 AT Pty Ltd as trustee of FS NSW Project No 1 Asset Trust, Solar PV - Single axis tracking ,Solar - Solar,BERYLSF1,60, 1.64 , 1.64 , 98.40 , 98.40 , 98.40 ,0.00, In Service ,SS,May 2019,2049,,Existing less Announced Withdrawal, Solar ,1416,,Feb 2025,11-03-2025
 NSW1 ,Project,BESS Finley,BESS Finley P/L, Storage - Battery ,Other - Other,,40, 2.50 , 2.50 , 100.00 , 100.00 , 100.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2478,N00114,Sep 2023,
 QLD1 ,Project,Big G Pumped Hydro Project,BE Power, Storage - Pumped hydro ,Hydro - Water,,1,, 800.00 ,, 800.00 , 800.00 ,9600.00, Publicly Announced ,S,,,,Proposed, Water ,2786,,Feb 2025,13-03-2025
 QLD1 ,Project,Big-T Project,BE Power, Storage - Pumped hydro ,Hydro - Water,,2, -   , 200.00 , -   , 400.00 , 400.00 ,4000.00, Publicly Announced ,S,,,,Proposed, Water ,1968,Q00051,Feb 2025,11-03-2025
 VIC1 ,Project,Birkins Solar Farm - Storage - KCI, FRV Services Australia Pty Ltd, Storage - Battery ,Solar - Solar,BIRKBESS,57, 3.50 , 3.50 , 199.50 , 199.50 , 199.50 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2327,V00047,Feb 2025,12-03-2025
 NSW1 ,Project,Birriwa BESS,ACEN RENEWABLES, Storage - Battery ,Solar - Solar,,1, 600.00 , 600.00 , 600.00 , 600.00 , 600.00 ,600.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3031,,,
 NSW1 ,Project,Birriwa Solar Farm,ACEN RENEWABLES, Solar PV - Fixed ,Solar - Solar,,1, 600.00 , 600.00 , 600.00 , 600.00 , 600.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,3030,,,
 QLD1 ,Project,Blackstone BESS,FIrm Power P/L, Storage - Battery ,Other - Other,,1, 331.20 , 331.20 , 331.20 , 331.20 , 331.20 ,500.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2490,Q00088,Feb 2025,18-03-2025
 QLD1 ,Project,Blackstone BESS 2 - KCI,FIrm Power P/L, Storage - Battery ,Other - Other,,1, 331.20 , 331.20 , 331.20 , 331.20 , 331.20 ,500.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2741,Q00149,Feb 2025,18-03-2025
 SA1 ,Project,Blacktop BESS - KCI, BESS Officer Pty Ltd, Storage - Battery ,Other - Other,,1, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2305,S00028,Sep 2023,
 QLD1 ,Project,Blackwater Hybrid System,Blackwater Project Nominees Pty Ltd as trustee for the Blackwater Project Trust, Solar PV - Single axis tracking ,Solar - Solar,,50,, 3.40 ,, 170.00 , 170.00 ,, Publicly Announced ,SS,Jun 2029,,,Proposed, Solar ,2432,Q00048,Feb 2025,13-03-2025
 QLD1 ,Project,Blackwater Hybrid System,Blackwater Project Nominees Pty Ltd as trustee for the Blackwater Project Trust, Storage - Battery ,Solar - Solar,,68,, 2.94 ,, 199.99 , 199.99 ,400.00, Publicly Announced ,S,Jun 2029,,,Proposed, Battery Storage ,2432,Q00048,Feb 2025,13-03-2025
 QLD1 ,Project,Blair Athol Solar Power Station,TerraCom Ltd, Solar PV - Fixed ,Solar - Solar,,1,, 60.00 ,, 60.00 , 60.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2042,,Sep 2023,
 SA1 ,Project,Blanche BESS - KCI,Blanche BESS Pty Ltd as trustee for Blanche BESS Trust, Storage - Battery ,Other - Other,,1, 128.00 , 128.00 , 128.00 , 128.00 , 128.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2734,S00063,,
 QLD1 ,Project,Blenheim BESS - KCI, Gatton Solar Farm Pty Ltd, Storage - Battery ,Solar - Solar,,1, 29.25 , 29.25 , 29.25 , 29.25 , 29.25 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2286,Q00025,Sep 2023,
 QLD1 ,Project,Blenheim Solar Farm - KCI, Gatton Solar Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 106.00 , 106.00 , 106.00 , 106.00 , 106.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2285,Q00025,Sep 2023,
 NSW1 ,Project,Blind Creek Solar Farm and Battery Energy Storage System,Ms BCSF Holdings Pty Ltd as trustee for the Blind Creek Solar Farm Trust, Solar PV - Single axis tracking ,Solar - Solar,,90,, 4.20 ,, 378.00 , 378.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2017,N00044,Feb 2025,14-03-2025
 NSW1 ,Project,Blind Creek Solar Farm and Battery Energy Storage System,Ms BCSF Holdings Pty Ltd as trustee for the Blind Creek Solar Farm Trust, Storage - Battery ,Solar - Solar,,90,, 4.20 ,, 378.00 , 378.00 ,486.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2017,N00044,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Blowering,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,BLOWERNG,1, 80.00 , 80.00 , 80.00 , 80.00 , 80.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1021,,Feb 2025,14-03-2025
 VIC1 ,Project,Blue Mackerel North Off Shore Wind Farm,Arup Australia Pty Ltd, Wind Turbine - Offshore ,Wind - Wind,,1," 1,819.00 "," 1,819.00 "," 1,819.00 "," 1,819.00 "," 1,819.00 ",, Publicly Announced ,TBA,,,,Proposed, Wind ,2542,V00102,Sep 2023,
 QLD1 ,Existing Plant,Bluegrass Solar Farm,X-Elio Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,BLUEGSF1,1, 148.00 , 148.00 , 148.00 , 148.00 , 148.00 ,, In Service ,SS,Jun 2023,2057,,Existing less Announced Withdrawal, Solar ,1903,,May 2025,19-03-2025
 SA1 ,Existing Plant,Blyth BESS,Blyth Battery P/L as trustee for Blyth Battery Trust, Storage - Battery ,Other - Other,BLYTHB1,64, -   , 3.13 , -   , 200.00 , 200.00 ,400.00, In Service ,S,Apr 2025,2044,,Existing less Announced Withdrawal, Battery Storage ,2248,S00021,May 2025,24-03-2025
 NSW1 ,Project,Boco Rock Wind Farm,South Pacific Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BOCOROC2,15, -   , 5.30 , -   , 79.50 , 79.50 ,, Publicly Announced ,SS,,2046,,Proposed, Wind ,1022,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Boco Rock Wind Farm,South Pacific Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BOCORWF1,9,, 1.60 ,, 14.40 , 14.40 ,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1022,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Boco Rock Wind Farm,South Pacific Power Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BOCORWF1,58,, 1.70 ,, 98.60 , 98.60 ,, In Service ,SS,,2040,,Existing less Announced Withdrawal, Wind ,1022,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Bodangora Wind Farm,Bodangora Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BODWF1,33, 3.43 , 3.43 , 113.19 , 113.19 , 113.19 ,, In Service ,SS,Feb 2019,2049,,Existing less Announced Withdrawal, Wind ,1259,,Feb 2025,21-05-2025
 QLD1 ,Project,Bogandilla Wind Farm,RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, 530.00 , 530.00 , 530.00 , 530.00 , 530.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,3007,Q00100,May 2025,
 NSW1 ,Project,Boggabri solar and storage project,Photon Energy, Storage - Battery ,Solar - Solar,,1,, 9.80 ,, 9.80 , 9.80 ,10.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2265,,May 2025,
 VIC1 ,Existing Plant,Bogong / Mackay,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,MCKAY1,2, -   , 70.00 , -   , 140.00 , 140.00 ,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1023,,Feb 2025,11-03-2025
 VIC1 ,Existing Plant,Bogong / Mackay,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,MCKAY1,6, -   , 26.67 , -   , 160.02 , 160.02 ,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1023,,Feb 2025,11-03-2025
 NSW1 ,Project,Boiling Down BESS,Hanwha Energy Australia Pty Ltd, Storage - Battery ,Other - Other,,65, 4.00 , 4.00 , 260.00 , 260.00 , 260.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2476,N00111,Sep 2023,
 SA1 ,Existing Plant,Bolivar Power Station,Iberdrola Australia Energy Markets Pty Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,BOLIVPS1,4,, 32.10 ,, 128.40 , 128.40 ,, In Service ,S,Dec 2022,2045,,Existing less Announced Withdrawal, OCGT ,1533,,Feb 2025,20-03-2025
 SA1 ,Existing Plant,Bolivar Waste Water Treatment,South Australian Water Corporation, Storage - Battery ,Other - Other,BOWWBA1,1,, 3.08 ,, 3.08 , 3.08 ,5.04, In Service ,S,Feb 2023,2045,,Existing less Announced Withdrawal, Battery Storage ,1393,,Feb 2025,05-03-2025
 SA1 ,Existing Plant,Bolivar Waste Water Treatment,South Australian Water Corporation, Solar PV - Fixed ,Solar - Solar,BOWWPV1,3,, 2.75 ,, 8.25 , 8.25 ,, In Service ,SS,Oct 2022,2045,,Existing less Announced Withdrawal, Solar ,1393,,Feb 2025,05-03-2025
 SA1 ,Existing Plant,Bolivar Waste Water Treatment,South Australian Water Corporation, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Biogas,,3,, 2.50 ,, 7.50 , 7.50 ,, In Service ,NS,,2045,,Existing less Announced Withdrawal, Biomass ,1393,,Feb 2025,05-03-2025
 NSW1 ,Existing Plant,Bomen Solar Farm,Spark Infrastructure Holdings No. 6 Pty Limited, Solar PV - Single axis tracking ,Solar - Solar,BOMENSF1,44, 2.75 , 2.75 , 121.00 , 121.00 , 121.00 ,0.00, In Service ,SS,Nov 2020,2050,,Existing less Announced Withdrawal, Solar ,1554,,Feb 2025,11-03-2025
 NSW1 ,Project,Bonnie Brae Hybrid Plant,Barathrum Energy Pty Ltd, Storage - Battery ,Solar - Solar,,1,, 70.00 ,, 70.00 , 70.00 ,260.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2888,N00205,,14-03-2025
 NSW1 ,Project,Bonshaw Solar Farm,GAIA Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, -   , 100.00 , -   , 100.00 , 100.00 ,, Publicly Announced ,SS,May 2027,2053,,Proposed, Solar ,1906,N00008,May 2025,12-03-2025
 VIC1 ,Project,Bookaar Solar Farm,Bookaar Renewables Pty ltd , Solar PV - Fixed ,Solar - Solar,,1, 230.00 , 230.00 , 230.00 , 230.00 , 230.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2614,V00118,May 2025,18-03-2025
 NSW1 ,Project,Bookham WF & BESS,Bookham Wind Farm Pty Ltd, Storage - Battery ,Other - Other,,1, -   , 400.00 , -   , 400.00 , 400.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3019,,May 2025,
 NSW1 ,Project,Bookham WF & BESS,Bookham Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,95, -   , 8.00 , -   , 760.00 , 760.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,3019,,May 2025,
 QLD1 ,Project,Boomber Green Energy Hub,Boomer Green Energy Hub Pty Ltd (a subsidiary of the Ark Energy Group), Wind Turbine - Onshore ,Wind - Wind,,152,, 7.80 ,," 1,185.60 "," 1,185.60 ",, Publicly Announced ,SS,,,,Proposed, Wind ,2519,,Feb 2025,12-03-2025
 QLD1 ,Project,Boomer Green Energy Hub,ARK Energy Corporation Pty Ltd, Other - Other ,Other - Other,,1, 800.00 , 800.00 , 800.00 , 800.00 , 800.00 ,, Publicly Announced ,SS,,,,Proposed, Other ,2567,Q00091,Feb 2025,12-03-2025
 VIC1 ,Project,Boort Wind Farm,feraaustralia_nr, Wind Turbine - Onshore ,Wind - Wind,,1,, 8.00 ,, 8.00 , 8.00 ,, Publicly Announced ,TBA,Sep 2031,,,Proposed, Wind ,3035,,,
 NSW1 ,Project,Boree Solar Project,Venn Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,41,, 4.40 ,, 180.40 , 180.40 ,, Publicly Announced ,SS,,,,Proposed, Solar ,3016,,,04-04-2025
 QLD1 ,Project,Borumba,Queensland Hydro, Storage - Pumped hydro ,Hydro - Water,,6, 333.00 , 333.00 ," 1,998.00 "," 1,998.00 "," 1,998.00 ",48000.00, Anticipated ,S,Jul 2035,2134,,Anticipated, Water ,1921,,May 2025,07-03-2025
 QLD1 ,Project,Boulder Creek Wind Farm,Boulder Creek Wind Farm Pty Ltd as trustee for BCWF Unit Trust ABN and BCWF 2 Pty Limited , Wind Turbine - Onshore ,Wind - Wind,,38,, 5.82 ,, 221.01 , 221.01 ,, Anticipated ,SS,Nov 2027,2067,,Anticipated, Wind ,2003,Q00013,May 2025,19-03-2025
 QLD1 ,Existing Plant,Bouldercombe Battery project,Genex Power Limited, Storage - Battery ,Other - Other,BBATTERY1,40,, 1.25 ,, 50.00 , 50.00 ,100.00, In Service ,S,Nov 2023,2042,,Existing less Announced Withdrawal, Battery Storage ,1873,Q00004,Feb 2025,18-03-2025
 QLD1 ,Project,Bouldercombe Battery project - Stage 2 - KCI,Genex Power Limited, Storage - Battery ,Other - Other,,40,, 1.25 ,, 50.00 , 50.00 ,200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2712,Q00150,Feb 2025,20-03-2025
 QLD1 ,Project,Bouldercombe North BESS - Quintas,Bouldercombe North BESS Pty Ltd, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,1600.00, Publicly Announced ,S,Mar 2027,,,Proposed, Battery Storage ,2879,Q00209,Feb 2025,17-03-2025
 VIC1 ,Project,Boulka Park BESS,The Trustee for X-ELIO BOULKA PARK TRUST, Storage - Battery ,Other - Other,,1, 250.00 , 250.00 , 250.00 , 250.00 , 250.00 ,500.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2653,V00136,Feb 2025,13-03-2025
 VIC1 ,Project,Boulka Park Solar Farm,The Trustee for X-ELIO BOULKA PARK TRUST, Solar PV - Single axis tracking ,Solar - Solar,,1, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2816,V00136,Feb 2025,13-03-2025
 QLD1 ,Project,Bowen Basin Sun Farm - KCI,Bowen Basin Sun Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 130.00 , 130.00 , 130.00 , 130.00 , 130.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2869,Q00066,,
 QLD1 ,Project,Bowen PHES - KCI, Blue Hydro Project Pty Ltd, Storage - Pumped hydro ,Hydro - Water,,1, 750.00 , 750.00 , 750.00 , 750.00 , 750.00 ,18000.00, Publicly Announced ,TBA,,,,Proposed, Water ,2292,Q00055,Sep 2023,
 NSW1 ,Project,Bowmans Creek Wind Farm,ARK Energy Corporation Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,56,, 6.19 ,, 346.64 , 346.64 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2005,N00061,Feb 2025,12-03-2025
 QLD1 ,Project,Bracewell Energy Park,TE H2 Australia, Solar PV - Single axis tracking ,Solar - Solar,,144,, 3.47 ,, 500.11 , 500.11 ,, Publicly Announced ,SS,Jul 2031,,,Proposed, Solar ,2555,Q00115,Feb 2025,13-03-2025
 QLD1 ,Project,Bracewell Energy Park,TE H2 Australia, Storage - Battery ,Solar - Solar,,58,, 3.44 ,, 199.52 , 199.52 ,350.00, Publicly Announced ,S,Jul 2031,,,Proposed, Battery Storage ,2555,Q00115,Feb 2025,13-03-2025
 QLD1 ,Existing Plant,Braemar,Braemar Power Project Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR1,1,, 188.00 ,, 188.00 , 188.00 ,, In Service ,S,,2046,,Existing less Announced Withdrawal, OCGT ,1026,,Feb 2025,06-03-2025
 QLD1 ,Existing Plant,Braemar,Braemar Power Project Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR2,1,, 188.00 ,, 188.00 , 188.00 ,, In Service ,S,,2046,,Existing less Announced Withdrawal, OCGT ,1026,,Feb 2025,06-03-2025
 QLD1 ,Existing Plant,Braemar,Braemar Power Project Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR3,1,, 188.00 ,, 188.00 , 188.00 ,, In Service ,S,,2046,,Existing less Announced Withdrawal, OCGT ,1026,,Feb 2025,06-03-2025
 QLD1 ,Existing Plant,Braemar 2 Power Station,NewGen Braemar 2 Partnership comprising Arrow Braemar 2 Pty Ltd and Arrow Southern Generation Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR5,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2049,,Existing less Announced Withdrawal, OCGT ,1027,,Feb 2025,13-03-2025
 QLD1 ,Existing Plant,Braemar 2 Power Station,NewGen Braemar 2 Partnership comprising Arrow Braemar 2 Pty Ltd and Arrow Southern Generation Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR6,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2049,,Existing less Announced Withdrawal, OCGT ,1027,,Feb 2025,13-03-2025
 QLD1 ,Existing Plant,Braemar 2 Power Station,NewGen Braemar 2 Partnership comprising Arrow Braemar 2 Pty Ltd and Arrow Southern Generation Pty Ltd, Turbine - OCGT ,Fossil - Coal Seam Methane,BRAEMAR7,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2049,,Existing less Announced Withdrawal, OCGT ,1027,,Feb 2025,13-03-2025
 QLD1 ,Project,Braemar BESS,Braemar Power Project Pty Ltd, Storage - Battery ,Other - Other,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3077,Q00210,,
 QLD1 ,Project,Bremer Battery 1,Libra Energy Pty Ltd, Storage - Battery ,Other - Other,,1, 212.00 , 212.00 , 212.00 , 212.00 , 212.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2978,Q00211,,
 QLD1 ,Project,Bremer Battery 2,Libra Energy Pty Ltd, Storage - Battery ,Other - Other,,1, 212.00 , 212.00 , 212.00 , 212.00 , 212.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2979,Q00212,,
 QLD1 ,Project,Bremer Battery 3,Libra Energy Pty Ltd, Storage - Battery ,Other - Other,,1, 212.00 , 212.00 , 212.00 , 212.00 , 212.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2980,Q00213,,
 QLD1 ,Project,Bremer Battery 4,Libra Energy Pty Ltd, Storage - Battery ,Other - Other,,1, 212.00 , 212.00 , 212.00 , 212.00 , 212.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2981,Q00214,,
 QLD1 ,Project,Brendale BESS,Brendale Battery ProjectCo Pty Lt, Storage - Battery ,Other - Other,,112, -   , 1.83 , -   , 204.96 , 204.96 ,410.00, Committed ,S,Jun 2026,2066,,Committed, Battery Storage ,2526,Q00037,May 2025,09-03-2025
 NSW1 ,Project,Brewongle Solar Farm,Edify Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1592,N00221,May 2025,
 SA1 ,Project,Bridle Track Solar Project,ACEN Renewables, Solar PV - Single axis tracking ,Solar - Solar,,1, 300.00 , 300.00 , 300.00 , 300.00 , 300.00 ,0.00, Publicly Announced ,SS,,2051,,Proposed, Solar ,1686,,Feb 2025,18-03-2025
 QLD1 ,Project,Brigalow GT (Kogan Creek GT),CSE H2 Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas,,1, -   , 400.00 , -   , 400.00 , 400.00 ,, Publicly Announced ,S,Dec 2028,,,Proposed, OCGT ,2568,Q00083,May 2025,14-03-2025
 SA1 ,Project,Brinkworth BESS,Brinkworth Solar Farm Pty Ltd, Storage - Battery ,Other - Other,,58, -   , 4.31 , -   , 249.98 , 249.98 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2652,S00061,,13-03-2025
 QLD1 ,Project,Broadsound Solar Farm,Broadsound Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,92, 4.00 , 4.00 , 368.00 , 368.00 , 368.00 ,, Committed ,SS,Jan 2027,2056,,Committed, Solar ,1718,Q00021,May 2025,18-03-2025
 QLD1 ,Project,Broadsound_BESS,Broadsound Solar Farm Pty Ltd, Storage - Battery ,Other - Other,,100,, 2.40 ,, 240.00 , 240.00 ,360.00, Anticipated ,S,Jan 2027,2056,,Anticipated, Battery Storage ,2891,,May 2025,26-03-2025
 NSW1 ,Existing Plant,Broadwater,Cape Byron Management PTY LTD, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Biomass,BWTR1,1, 38.00 , 38.00 , 38.00 , 38.00 , 38.00 ,, In Service ,NS,,2038,,Existing less Announced Withdrawal, Biomass ,1439,,May 2025,05-04-2023
 VIC1 ,Project,Broken Creek Solar Farm - KCI,BSR EPC Pty Limited, Solar PV - Fixed ,Solar - Solar,,1,, 173.00 ,, 173.00 , 173.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2750,V00158,,
 NSW1 ,Existing Plant,Broken Hill,MACQGEN, Storage - Battery ,Other - Other,BHB1,1,, 50.00 ,, 50.00 , 50.00 ,50.00, In Service ,S,Jun 2024,2043,,Existing less Announced Withdrawal, Battery Storage ,2172,N00067,Feb 2025,11-03-2025
 NSW1 ,Existing Plant,Broken Hill GT,Transgrid, Turbine - OCGT ,Fossil - Diesel,GB01,1, 25.00 , 50.00 , 25.00 , 50.00 , 50.00 ,, In Service ,NS,,2027,,Existing less Announced Withdrawal, OCGT ,1030,,May 2025,05-04-2023
 NSW1 ,Existing Plant,Broken Hill Solar Plant,PARF Company 6 Pty Limited, Solar PV - Fixed ,Solar - Solar,BROKENH1,40,, 1.33 ,, 53.00 , 53.00 ,, In Service ,SS,,2043,,Existing less Announced Withdrawal, Solar ,1266,,Feb 2025,20-03-2025
 VIC1 ,Existing Plant,Brooklyn LFG U1-3,EDL LFG Vic Pty Ltd, Reciprocating Engine - Spark ignition ,Other - Other,BROOKLYN,1, 2.83 , 2.83 , 2.83 , 2.83 , 2.83 ,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Other ,2860,,,
 NSW1 ,Existing Plant,Brown Mountain Hydro Power Station,Cochrane Dam Pty Ltd, Hydro - Dam ,Hydro - Water, BROWNMT,1,, 5.00 ,, 5.00 , 5.00 ,, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,2076,,,
 QLD1 ,Existing Plant,Browns Plains,EDL LFG (Qld) Pty Ltd, Reciprocating Engine - Spark ignition ,Other - Other,BPLANDF1,1,, 1.03 ,, 1.03 , 1.03 ,, In Service ,NS,,,,Existing less Announced Withdrawal, Other ,1031,,Oct 2024,10-10-2024
 QLD1 ,Existing Plant,Browns Plains,EDL LFG (Qld) Pty Ltd, Reciprocating Engine - Spark ignition ,Other - Other,BPLANDF1,1,, 1.15 ,, 1.15 , 1.15 ,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Other ,1031,,Oct 2024,10-10-2024
 VIC1 ,Existing Plant,Bulgana Green Power Hub - BESS,Bulgana Wind Farm Pty Ltd, Storage - Battery ,Other - Other,BULBES1,40,, 0.50 ,, 20.00 , 20.00 ,34.00, In Service ,S,Nov 2021,2049,,Existing less Announced Withdrawal, Battery Storage ,1590,,May 2025,03-12-2024
 VIC1 ,Existing Plant,Bulgana Green Power Hub - Wind Farm,Bulgana Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,BULGANA1,56,, 3.65 ,, 204.40 , 204.40 ,, In Service ,SS,Nov 2021,2049,,Existing less Announced Withdrawal, Wind ,1289,,Feb 2025,23-05-2025
 NSW1 ,Project,Bullawah Wind Farm – Stage 1,Bullawah Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,55, 5.70 , 5.70 , 313.50 , 313.50 , 313.50 ,, Publicly Announced ,SS,,2057,,Proposed, Wind ,2532,N00122,Feb 2025,28-09-2023
